pbindaff,nha,mwt,PDB
7.52,35,467.536,3hmo
7.52,20,280.222,1bm7
7.52,9,133.174,1lah
7.52,16,225.266,2mas
7.52,28,432.914,3myq
7.52,33,456.578,1mmq
7.52,22,297.342,3ekr
7.52,33,438.518,3hfb
7.52,59,809.992,1ivp
7.52,39,531.678,1lf2
7.52,33,445.516,1uml
7.52,23,347.196,3rlr
7.54,76,1063.21,2e7l
7.54,32,436.546,2f1g
7.55,37,523.628,1k1j
7.55,25,338.406,2xj1
7.55,21,308.264,3b50
7.55,17,256.328,3rz0
7.55,17,250.27,1v0l
7.55,40,568.672,1vj9
7.55,32,427.5,1lpk
7.55,37,541.486,1tlp
7.55,20,311.426,2oi0
7.55,30,481.51,3ni5
7.56,42,573.622,3cct
7.57,37,514.54,3cd0
7.57,39,536.766,1m13
7.57,40,568.788,2pyn
7.57,22,328.208,3ocp
7.57,45,615.802,2avs
7.57,23,341.29,1a0q
7.57,16,251.088,1q95
7.57,50,791.308,1qhc
7.57,41,581.03,3ipq
7.58,45,636.71,3cda
7.59,41,561.706,2fdp
7.59,22,309.286,2xb8
7.60,27,388.854,3fh7
7.60,36,488.644,3liw
7.60,26,347.408,3iph
7.60,12,197.328,3p58
7.60,32,466.374,1lpz
7.60,34,484.6,2o8h
7.60,31,509.368,2zmm
7.60,24,346.42,3ehx
7.60,27,365.444,3gc4
7.60,22,308.372,3kr4
7.61,20,332.452,3ibn
7.62,28,440.186,1fzq
7.62,46,629.828,1k6t
7.62,59,834.078,2aoe
7.62,23,346.382,1yqy
7.62,66,909.072,2p3c
7.62,36,517.64,2psu
7.62,26,349.428,2pvl
7.62,27,363.428,3be9
7.63,22,291.34,1c1r
7.63,34,460.534,2xba
7.64,13,186.17,3fat
7.64,14,213.3,3d78
7.64,35,485.674,3k5k
7.64,27,383.468,1uvt
7.64,71,974.298,3h89
7.64,28,397.86,3hl7
7.64,21,290.282,3l0v
7.64,27,391.438,966c
7.66,73,1032.13,1i8i
7.66,31,453.552,1f0r
7.66,53,716.702,1nny
7.66,35,518.6,1ppk
7.66,32,444.496,2cn0
7.67,45,620.8,2bpv
7.68,7,121.166,2yln
7.68,34,453.562,3f8c
7.68,29,398.476,3miy
7.68,26,370.848,1o2q
7.68,27,395.904,1t4v
7.68,29,428.54,1w0z
7.68,21,305.418,1ze8
7.68,33,452.44,3eig
7.69,49,704.694,2itk
7.70,7,124.056,3p7i
7.70,68,956.096,1fzm
7.70,19,270.184,1oau
7.70,57,811.62,1oz0
7.70,27,424.186,2hmv
7.70,31,503.156,2hmu
7.70,22,299.302,3g0e
7.70,54,870.654,3n7s
7.70,55,886.32,4tmk
7.70,33,478.554,1vja
7.70,50,687.822,1izh
7.70,33,464.652,2d1o
7.70,10,178.992,3i51
7.70,60,847.054,1bai
7.70,42,597.784,1gno
7.70,42,566.674,1mes
7.70,12,161.166,1s39
7.70,16,242.668,1uou
7.70,31,411.448,2psj
7.70,29,417.408,3b7r
7.70,30,420.48,2ves
7.70,21,314.374,3ewc
7.70,34,492.604,3th9
7.71,17,260.276,3lk8
7.72,26,389.46,1cnw
7.72,10,148.182,1oif
7.72,45,624.706,1j4r
7.72,53,736.95,3h8c
7.72,41,574.682,1ajv
7.72,36,502.604,1caq
7.73,25,356.864,2aou
7.73,35,481.496,3ljg
7.74,34,478.568,1rd4
7.74,38,518.76,1qiw
7.74,27,427.4,1usn
7.74,29,427.516,1f0s
7.74,29,403.472,1j36
7.74,39,531.678,1lee
7.74,30,463.99,1nfu
7.74,34,455.578,1qbo
7.74,39,534.686,1sbg
7.74,24,368.836,3nb5
7.76,19,257.274,2ccc
7.76,56,787.874,2zpk
7.77,49,713.764,3dsz
7.77,37,502.586,1xh9
7.77,31,441.536,2qm9
7.77,14,194.248,3gm0
7.77,15,209.224,2g70
7.77,28,449.982,2jh6
7.77,38,547.666,3cyw
7.77,22,337.186,3mi2
7.80,18,282.252,3ryj
7.80,39,529.534,2ra0
7.80,25,400.12,1x8t
7.80,17,278.094,2i19
7.80,51,694.834,2wl0
7.80,63,892.06,3agl
7.80,13,222.268,3czv
7.80,30,432.528,3qgy
7.82,26,375.516,1b6h
7.82,16,224.164,1nf8
7.82,25,382.396,2jg0
7.82,42,602.664,2o4n
7.82,23,311.368,2xjg
7.82,27,378.446,3gcp
7.82,32,437.548,3mj1
7.82,33,448.598,2cf9
7.82,38,543.462,1njs
7.82,30,393.39,1nvs
7.82,30,471.986,2j34
7.82,9,153.032,2ptz
7.82,9,153.032,2pu0
7.82,36,532.976,2xbx
7.82,50,720.954,3prs
7.82,23,336.336,3n2p
7.84,42,575.614,3cd7
7.84,31,466.468,3n2u
7.84,18,304.4,3ibl
7.85,23,348.22,1lbf
7.85,33,479.578,1cny
7.85,12,175.22,1laf
7.85,10,147.2,1lst
7.85,16,252.732,3c84
7.85,60,847.054,1a94
7.85,26,373.448,1b8y
7.85,34,493.614,1jwt
7.85,58,801.032,2fle
7.85,49,696.958,2gv7
7.85,24,371.478,3dd8
7.87,36,496.548,3ccw
7.89,68,949.072,1fzo
7.89,52,801.444,1h2t
7.89,20,306.168,2ylc
7.89,18,270.354,3rz5
7.89,26,362.826,1gj7
7.89,18,305.072,3c56
7.89,35,556.416,2zn7
7.89,21,283.346,3hig
7.90,38,517.626,3cd5
7.91,40,538.622,1ajx
7.92,30,399.49,3hv7
7.92,49,688.842,1b6j
7.92,25,368.358,2jjb
7.92,30,401.454,2ovv
7.92,26,344.4,3d7z
7.92,26,421.998,3eft
7.93,14,237.302,3daz
7.94,27,377.438,2ewa
7.94,14,237.302,3dcs
7.95,22,343.316,3t85
7.96,32,476.534,3a5y
7.96,33,489.026,3g5d
7.96,26,349.378,3iok
7.96,46,653.762,1epo
7.96,45,631.736,1g2k
7.96,44,591.712,1hvh
7.96,35,473.568,1qxl
7.96,24,323.388,2e1w
7.96,66,909.072,2p3a
7.96,14,216.282,2x8z
7.96,26,361.374,3bgq
7.96,29,515.296,3iww
7.96,22,342.454,3mhc
7.96,34,510.332,3r4p
7.99,19,284.38,3oyq
8.00,31,428.416,1a4k
8.00,15,221.21,2z8e
8.00,20,301.186,1gaf
8.00,35,467.468,1r0p
8.00,21,316.38,1rmz
8.00,22,303.448,1vyg
8.00,27,358.404,3l8x
8.00,11,150.238,3gkz
8.00,21,284.424,3hx3
8.00,29,432.268,2e94
8.00,21,312.432,3oy0
8.00,35,506.632,1apw
8.00,24,360.25,1dqn
8.00,33,449.57,1fkg
8.00,44,648.628,1gai
8.00,31,567.34,1qin
8.00,26,421.306,1tkb
8.00,34,460.566,1ypg
8.00,33,455.544,2hah
8.00,33,491.948,2vwn
8.00,36,533.968,2xbw
8.00,26,347.408,3e92
8.00,31,514.196,3fur
8.00,13,222.268,3hs4
8.00,23,331.784,3k97
8.00,49,682.79,3sio
8.00,26,397.848,2vnt
8.01,18,242.24,2cc7
8.01,25,339.388,1v7a
8.04,32,469.466,5tmn
8.05,15,214.238,2xxt
8.05,20,281.444,1vyf
8.05,17,233.186,2b9a
8.05,41,574.776,1hih
8.05,43,589.698,2bqv
8.05,31,465.012,2jkh
8.05,37,536.908,2xc4
8.05,33,484.008,2y80
8.05,67,950.164,3ag9
8.05,27,388.398,3ml2
8.05,20,290.342,3oys
8.06,19,320.394,3dbu
8.07,20,281.444,1gni
8.08,60,843.888,3ifl
8.08,41,582.986,3lil
8.08,41,578.724,1siv
8.09,36,513,3hub
8.09,33,479.63,3tu7
8.09,41,545.638,3kqe
8.09,46,628.794,2rkg
8.10,22,334.354,3f15
8.10,20,304.328,3nx7
8.10,11,153.11,1l6m
8.10,24,327.494,1erb
8.10,68,956.096,1fzj
8.10,21,312.318,3kr8
8.10,19,254.276,1ghy
8.10,32,453.014,2cf8
8.10,58,794.974,1ody
8.10,35,467.536,1stc
8.10,33,448.556,1ype
8.10,26,347.428,2pvj
8.10,32,477.964,2vvu
8.10,16,258.33,3caj
8.11,37,499.572,1ndz
8.11,20,290.248,3fv2
8.11,35,467.536,1nvr
8.12,33,446.508,1o5r
8.13,12,162.232,2yk1
8.14,21,332.262,3ryx
8.14,23,331.38,3b4f
8.14,47,662.744,1g35
8.14,35,458.574,1yqj
8.14,35,474.498,3ljz
8.14,27,407.67,3odu
8.15,8,112.16,3bu1
8.15,50,704.964,2fxu
8.15,23,336.358,2jf4
8.15,19,320.394,3d8w
8.15,50,688.704,1w5v
8.15,33,455.618,1fkh
8.15,33,464.652,2d1n
8.15,18,290.372,2q1q
8.15,31,413.474,3i4b
8.16,49,704.016,3g08
8.17,19,284.38,3rz8
8.18,38,547.666,2f80
8.18,36,494.582,3l3n
8.19,22,297.32,2v59
8.19,60,911.678,3hit
8.19,31,449.834,3roc
8.19,35,493.5,2r59
8.19,32,437.522,3hpt
8.20,30,398.482,2jds
8.20,30,398.482,2jdv
8.21,19,267.27,2ff1
8.22,31,440.398,1h1d
8.22,20,267.284,1efy
8.22,28,402.486,1h1s
8.22,32,462.554,1w11
8.22,31,465.952,2cji
8.22,32,472.892,2vvv
8.22,24,367.328,2zcs
8.22,49,671.848,3d1y
8.22,26,352.348,3le9
8.23,19,290.302,3f16
8.23,33,465.612,3e5a
8.24,13,222.268,1ydb
8.24,30,477.292,3hll
8.25,20,290.342,1g4o
8.25,22,291.34,1c1u
8.25,22,309.312,2pbw
8.26,17,228.278,2e2r
8.27,33,532.226,1clu
8.27,33,535.156,1wuq
8.27,25,353.332,2cbj
8.27,30,437.882,3hek
8.30,35,475.568,2v7a
8.30,26,362.45,2v95
8.30,39,546.682,1b6l
8.30,20,300.32,1qbq
8.30,27,371.404,1rej
8.30,28,388.548,1tom
8.30,50,680.808,2cen
8.30,27,375.822,2pvk
8.30,38,547.666,3d20
8.30,25,341.44,3fqe
8.30,20,267.326,3gjw
8.30,22,339.368,3hku
8.30,40,550.546,3hvi
8.31,38,547.666,2hs2
8.31,13,222.268,3dc3
8.32,28,388.654,2gj5
8.33,30,406.51,1hwr
8.33,39,569.072,3sw2
8.34,24,360.25,1bzy
8.34,39,527.656,3npc
8.34,40,576.658,2qci
8.34,36,512.892,3f82
8.35,33,474.436,1mj7
8.35,27,388.796,2uwd
8.35,27,385.5,3m6p
8.35,35,505.63,3nu5
8.36,47,663.118,1d4j
8.36,35,470.56,3d83
8.36,33,450.49,3kek
8.37,49,671.848,2nmz
8.37,49,671.848,2nnp
8.37,31,475.74,3t1a
8.38,58,837.46,3qkd
8.38,31,439.582,1k21
8.38,31,432.412,1mu6
8.39,50,687.822,1lzq
8.40,27,403.3,2baj
8.40,30,400.478,1fd0
8.40,68,949.072,1fzk
8.40,33,452.44,3qxv
8.40,13,213.286,3s74
8.40,40,538.59,1w7x
8.40,44,641.164,3str
8.40,41,578.724,1aaq
8.40,62,840.048,1fq5
8.40,52,724.688,1w5x
8.40,43,597.762,1b6m
8.40,31,430.526,1k22
8.40,43,597.762,1mtr
8.40,40,573.744,1z1h
8.40,51,720.884,1zpa
8.40,31,504.056,2j95
8.40,30,403.438,2ovy
8.40,28,447.966,2uwl
8.40,34,477.602,2vsl
8.40,33,488.982,2y82
8.40,29,395.502,2zda
8.40,31,441.364,3b68
8.40,31,426.504,3d0e
8.40,27,371.492,3eos
8.40,25,381.27,3sww
8.41,12,488.568,1e4h
8.41,22,326.326,1g48
8.41,23,344.318,1i9p
8.41,23,344.318,1i9q
8.41,37,520.642,1w96
8.42,23,344.318,1i9o
8.42,62,824.922,1bwb
8.43,23,323.48,3nhi
8.43,31,413.48,2za5
8.43,38,547.666,3ggt
8.44,14,205.236,2vc9
8.46,45,639.71,3kdd
8.47,23,344.824,3b28
8.47,31,449.48,2oag
8.47,23,338.468,2qo8
8.48,21,308.334,1i9l
8.48,22,326.326,1i9m
8.48,26,369.494,2yix
8.48,52,724.688,1w5y
8.48,38,547.666,2hs1
8.48,66,909.072,2p3b
8.48,45,615.802,2r5p
8.48,47,710.668,2uxz
8.48,38,513.526,3b1m
8.48,23,333.412,3n3j
8.49,50,688.704,1ec0
8.49,38,547.666,2ieo
8.49,23,307.304,2ihq
8.49,34,479.582,7upj
8.51,34,525.052,2vh0
8.51,63,896.01,3i25
8.52,40,568.788,2q64
8.52,29,385.46,1fcy
8.52,36,502.636,2vw5
8.52,27,437.29,1rp7
8.52,49,677.828,1i5r
8.52,33,505.018,1nfx
8.52,48,668.842,1b6p
8.52,34,497.424,1ta2
8.52,40,582.066,1xkk
8.52,33,484.034,2boh
8.52,31,475.416,2bxt
8.52,30,441.468,2fvd
8.52,44,615.602,2oc2
8.52,36,508.976,2qu6
8.52,34,505.974,2vvc
8.52,39,536.52,3hvh
8.52,41,564.53,3hvk
8.52,46,657.794,3lpi
8.54,18,245.306,3kjd
8.55,49,683.798,2byr
8.55,55,769.83,1hos
8.55,42,610.692,1ppl
8.55,21,291.338,3ejp
8.57,25,364.766,1bgq
8.57,20,297.366,1q1g
8.57,35,490.64,2x4z
8.57,26,359.424,3dkf
8.57,22,305.364,3ejq
8.59,17,238.242,2wky
8.59,13,209.312,3ibi
8.60,54,758.914,1bwa
8.60,29,409.322,3b66
8.62,24,382.272,3ryz
8.62,45,682.616,2cej
8.64,21,308.334,1g45
8.64,22,343.328,2qry
8.64,41,581.656,3hkw
8.64,13,197.216,3s71
8.64,32,467.836,1mue
8.64,28,399.484,1r1j
8.64,49,668.654,1t31
8.64,21,413.148,6std
8.66,22,326.326,1i9n
8.66,49,671.848,3d1x
8.66,42,594.578,3kqc
8.66,28,421.3,3nox
8.68,40,576.658,2qd6
8.69,48,655.78,2q55
8.70,25,380.302,1g4j
8.70,27,374.502,1lnm
8.70,35,505.63,1t7j
8.70,22,299.416,2fr3
8.70,20,272.372,1jgl
8.70,26,347.456,1xap
8.70,13,222.268,2h4n
8.70,18,244.388,2pcp
8.70,13,177.224,3brn
8.70,13,214.278,3s73
8.70,30,451.344,2wgj
8.70,23,328.366,1pxo
8.70,38,547.666,2f8g
8.70,16,275.748,3d9z
8.70,8,149.106,1bcd
8.70,52,704.836,1hfs
8.70,40,568.788,1ohr
8.70,33,477.572,1w13
8.70,39,531.504,2b7d
8.70,58,794.974,2fmb
8.70,29,461.992,2jh0
8.70,31,459.296,2ojj
8.70,29,461.992,2uwo
8.70,29,400.464,2vj8
8.70,30,472.004,2wyg
8.70,35,520.066,2y5f
8.70,33,488.982,2y81
8.70,33,484.008,2y7z
8.70,38,515.682,3eqr
8.70,41,564.572,3hvj
8.70,32,447.916,3i60
8.70,31,413.474,3i5z
8.70,41,607.048,3lgp
8.72,40,563.622,3lik
8.72,23,332.32,3ckz
8.74,33,474.436,1mjj
8.74,27,432.282,3rz1
8.74,49,680.852,1b6k
8.74,47,659.814,2vkm
8.74,34,475.852,2wtv
8.74,45,615.802,1sdv
8.77,25,404.524,1bnv
8.77,8,112.16,1qft
8.77,43,616.814,1d4l
8.77,20,276.288,1x38
8.77,47,663.788,1zp8
8.77,51,694.834,2wkz
8.77,28,416.754,3b5r
8.80,22,326.326,1g46
8.80,63,890.986,1fkn
8.80,52,724.688,1w5w
8.80,38,547.666,3d1z
8.81,37,516.546,1ork
8.82,25,380.302,1g54
8.82,50,687.822,1m0b
8.82,19,274.248,3fvk
8.82,29,417.408,2zxg
8.82,35,505.63,3nu4
8.83,44,625.69,3mxd
8.85,47,636.72,1d4i
8.85,45,615.802,2avo
8.85,23,353.844,2obf
8.85,32,474.27,3b67
8.89,19,265.296,1n3i
8.89,30,463.99,1nfy
8.89,35,505.004,1nt1
8.89,38,547.666,2idw
8.89,32,474.956,2y7x
8.90,24,378.266,3egt
8.92,49,697.116,1kzn
8.92,54,778.98,1ec1
8.92,29,417.408,1r1h
8.92,23,328.414,3k37
8.96,25,378.456,3i9g
8.96,30,482.292,3rz7
8.96,28,436.946,1nfw
8.96,49,701.92,2p4j
8.96,16,275.748,3dcc
9.00,10,135.14,1wei
9.00,19,260.314,1y0l
9.00,37,520.642,3jrx
9.00,20,296.384,1k27
9.00,32,446.438,1mu8
9.00,38,547.666,2ien
9.00,36,522.632,1apv
9.00,41,545.592,1fm9
9.00,34,539.9,1mq5
9.00,36,559.108,2j4i
9.00,30,472.004,2wyj
9.00,16,258.33,3dcw
9.00,16,258.33,3dd0
9.00,26,341.36,3jy9
9.00,24,326.396,3ui7
9.01,48,656.762,2q54
9.04,22,326.326,1g53
9.04,20,272.372,1qkt
9.04,37,534.52,3m37
9.04,56,768.896,1ec3
9.05,21,290.43,1kdk
9.05,46,644.796,1ebw
9.05,34,460.566,1ezq
9.05,29,406.888,1s63
9.05,30,405.518,3hb4
9.05,35,505.63,3nu9
9.07,19,267.27,1nw4
9.07,21,304.3,3gba
9.07,40,576.658,2qd8
9.08,19,338.47,1bnw
9.08,46,628.794,2rkf
9.08,40,568.73,3a2o
9.08,36,482.612,3aox
9.08,45,615.614,3ffg
9.09,38,593.606,1d3d
9.09,41,575.716,1msn
9.09,20,395.052,2v58
9.09,32,429.58,2w8y
9.10,38,547.666,3pwm
9.10,31,425.496,3o56
9.10,40,576.658,2qd7
9.10,34,468.672,1h22
9.10,25,344.768,3kck
9.10,32,428.44,3lea
9.10,48,685.804,3lpk
9.11,33,476.58,1d9i
9.13,33,480.018,1ta6
9.13,26,359.42,2wb5
9.15,30,409.518,2xjx
9.15,44,608.69,2qmg
9.15,15,237.364,3ibu
9.15,32,462.384,8cpa
9.18,49,671.848,2fgu
9.18,33,499.336,1z71
9.19,42,614.21,2xb7
9.19,51,709.668,2xy9
9.21,33,474.436,1mh5
9.22,27,361.44,1fcz
9.22,34,490.632,1uho
9.22,42,602.664,2o4l
9.22,22,304.34,2cer
9.22,35,505.63,1hpv
9.22,51,699.89,1d4k
9.22,36,504.594,1hpo
9.22,47,638.788,1hps
9.22,22,305.332,1x39
9.22,41,588.72,1z1r
9.22,26,397.38,1zvx
9.22,34,461.502,3rwp
9.26,30,416.622,1db1
9.26,45,615.802,2avv
9.27,22,295.326,2xab
9.27,25,447.222,3b65
9.27,32,437.486,3nzk
9.27,45,615.802,1sdt
9.28,21,284.382,1xow
9.28,45,672.61,3kdc
9.28,38,571.662,3rux
9.28,28,425.88,830c
9.29,37,518.636,2ayr
9.30,33,475.598,1udt
9.30,54,758.914,1bv7
9.30,56,813.43,2yxj
9.30,41,586.534,3kqb
9.30,35,505.63,3nu6
9.31,22,362.462,1bn4
9.31,15,213.256,3rdq
9.32,51,705.864,2aqu
9.34,21,346.462,1bn1
9.35,24,341.328,2e27
9.36,23,318.308,2z4b
9.36,35,488.61,2r6w
9.37,30,441.93,2p95
9.39,35,505.63,3nuj
9.40,57,804.002,1fkf
9.40,22,300.424,1sqn
9.40,46,633.724,1ebz
9.40,33,447.506,1ksn
9.40,42,566.674,1met
9.40,27,377.438,1pme
9.40,30,414.606,2o4r
9.40,29,435.884,2w26
9.40,38,562.68,3o64
9.42,45,615.802,1hsh
9.42,19,265.296,3bgs
9.44,21,308.334,1g1d
9.44,38,542.662,3c1k
9.47,42,566.674,1qbs
9.48,35,467.536,1xjd
9.49,22,370.51,1bnq
9.49,33,460.558,2r6y
9.51,46,606.734,1hvr
9.51,19,265.296,2p4s
9.52,25,338.454,2bys
9.52,66,933.038,1m4h
9.52,29,391.502,2gvj
9.52,48,684.886,3fv3
9.54,22,326.326,1g52
9.54,21,282.324,2pog
9.54,25,335.398,3ppm
9.55,40,536.658,1dmp
9.55,28,398.476,1ws1
9.55,24,326.376,2jj3
9.57,29,405.488,1o86
9.57,40,576.658,2z4o
9.64,26,371.458,1if8
9.64,23,321.348,2zx8
9.65,25,348.758,3pe1
9.68,23,336.488,3dp9
9.70,22,380.506,1bnu
9.70,16,243.31,1df8
9.70,37,527.676,1mrw
9.70,48,652.72,1eby
9.70,14,222.086,2jbj
9.70,35,555.07,2vh6
9.70,35,505.63,3sm2
9.72,22,335.232,3fuc
9.72,38,529.488,1z6e
9.72,21,282.324,2i0g
9.72,34,509.622,3elm
9.74,53,731.748,1nh0
9.74,40,576.7,3dk1
9.74,27,360.358,3p3g
9.77,28,425.88,456c
9.77,38,547.666,3ggu
9.80,24,390.472,1bnt
9.80,35,505.63,3nuo
9.82,22,337.186,1pvn
9.82,51,703.822,1zsr
9.82,37,533.528,3m36
9.82,35,505.63,3nu3
9.84,64,915.89,2xef
9.85,45,631.778,3kdb
9.85,20,334.654,2std
9.89,23,372.456,1bn3
9.89,33,452.44,2drc
9.92,43,612.45,3ies
9.92,18,265.366,3rlb
9.92,49,671.848,1hxb
9.92,51,703.822,1zsf
9.92,14,247.078,2vnp
9.95,58,794.984,1hvl
9.96,54,758.914,1bv9
9.96,38,526.502,1fjs
10.00,23,374.472,1bnn
10.00,25,331.288,1flr
10.00,42,601.712,3h5b
10.00,45,610.684,1d4h
10.00,56,768.896,1ec2
10.00,35,471.594,2zo3
10.00,48,711.652,1gar
10.01,47,690.764,3mxe
10.05,24,414.042,1n4k
10.05,36,511.06,1nm6
10.06,38,547.666,3lzu
10.07,45,615.802,1sdu
10.10,35,523.426,1sr7
10.10,30,414.606,2o4j
10.10,34,459.5,2p16
10.11,20,296.384,1y6r
10.17,28,375.376,3ps1
10.20,37,547.736,2qi3
10.21,37,532.69,2qi7
10.22,23,650.956,1xzx
10.24,43,596.738,1qbu
10.25,19,267.27,1rr6
10.30,48,654.83,1c70
10.30,58,794.984,1hvs
10.33,20,338.164,4std
10.35,44,630.746,3i6o
10.37,36,582.5,1c4u
10.39,41,575.716,1kzk
10.44,39,567.724,2qi4
10.46,51,705.864,2o4k
10.48,41,575.716,1msm
10.49,23,320.366,2zx7
10.49,28,375.412,5std
10.51,46,628.794,2o4s
10.52,27,367.398,1n46
10.52,38,547.666,2f81
10.52,20,282.288,1b8n
10.55,19,267.27,1g2o
10.57,54,758.914,1qbr
10.57,38,553.698,2qi6
10.59,38,547.666,3lzv
10.59,38,550.664,3djk
10.62,62,824.922,1qbt
10.62,46,651.578,2xei
10.66,60,830.968,1dif
10.68,37,511.56,3cs7
10.70,30,426.558,3myg
10.70,56,803.95,2pk5
10.70,26,405.23,2wva
10.72,42,602.664,2o4p
10.72,20,334.654,7std
10.80,39,529.656,1c4v
10.80,47,677.692,3gi4
10.82,9,153.032,1ebg
10.82,50,720.954,1hxw
10.85,40,588.79,2qi5
10.85,39,562.674,3i7e
10.89,54,771.95,2pk6
10.92,58,794.984,1hvi
10.96,38,547.666,3lzs
10.96,26,390.308,1m7y
10.96,58,794.984,1hvk
11.05,50,661.86,1q84
11.05,22,338.168,1dqx
11.06,22,338.168,1eix
11.06,22,338.168,1lor
11.07,19,269.286,3k8o
11.10,42,602.664,1d4y
11.11,28,364.44,3std
11.20,39,562.674,2i4v
11.22,46,663.708,3gi6
11.22,46,651.726,3gi5
11.23,42,604.71,3ok9
11.26,46,667.848,1hpx
11.28,17,239.26,3k8q
11.30,27,391.49,2xpk
11.30,43,584.674,1pro
11.30,46,628.794,2q5k
11.30,40,576.7,3st5
11.34,27,373.446,2j62
11.35,39,560.7,2hb3
11.40,57,778.984,1hvj
11.40,45,637.742,2i0a
11.42,48,684.886,1lyb
11.54,41,592.7,3qaa
11.57,39,562.674,2i4u
11.59,49,728.782,2i4w
11.68,45,670.662,2i4d
11.80,17,289.242,1duv
11.92,17,246.222,1ctu
2.00,11,151.136,3pce
2.12,12,184.198,3gv9
2.16,11,183.032,4tim
2.18,26,363.344,3l7d
2.27,9,122.186,1uto
2.28,16,232.196,1ps3
2.30,13,189.1,3kgq
2.30,10,150.208,3mhw
2.35,23,342.296,1qi0
2.39,31,468.588,1nwl
2.40,21,322.168,3dxg
2.52,13,184.206,3mfv
2.55,9,131.174,3b3s
2.62,10,167.058,3fk1
2.70,18,300.1,2fzc
2.70,10,138.186,3bra
2.74,21,308.264,2qwb
2.77,14,193.172,3fcq
2.82,12,187.222,3lka
2.96,11,147.172,3imc
3.03,13,177.224,3adv
3.08,8,115.132,1y1z
3.10,16,223.266,2xdl
3.18,20,306.328,1lbk
3.28,16,209.248,1bcu
3.30,6,88.104,1d7j
3.52,10,135.14,1jys
3.66,16,215.254,2v00
3.66,12,167.136,3pcn
3.70,21,322.168,1loq
3.70,12,173.142,3n7a
3.72,35,512.414,2r23
3.77,9,153.006,2v2h
3.83,9,142.178,2osf
3.90,19,276.384,2rkm
3.93,26,373.416,3jvk
3.96,38,539.526,2wec
4.03,44,615.602,2x96
4.05,16,235.262,2w66
4.08,15,208.226,1n2v
4.11,15,203.254,2exm
4.13,31,433.372,3ozt
4.19,15,222.244,3cft
4.19,15,203.218,3f3a
4.21,44,646.612,2qmj
4.22,12,176.176,3f80
4.30,26,373.364,1a30
4.30,21,312.296,1w3k
4.30,29,430.382,1z95
4.33,27,379.344,3l7a
4.35,11,151.136,1sv3
4.43,26,353.278,2pu2
4.47,37,493.608,3hec
4.53,20,319.136,3h30
4.54,24,345.38,3iub
4.64,21,278.302,2yhd
4.72,21,320.236,1vso
4.76,18,248.346,1q8t
4.76,21,279.368,3acw
4.77,51,739.83,1str
4.85,20,290.274,2qwd
4.85,18,311.212,3cj2
4.86,25,331.366,2brb
4.89,13,186.17,1p1q
4.89,11,164.182,2j77
4.89,14,200.196,3d4z
4.94,19,302.118,2gss
5.10,10,136.18,3gy4
5.15,21,322.168,1o0m
5.15,7,105.096,1pb8
5.18,10,166.134,1ft7
5.20,34,497.402,3ov1
5.22,70,988.012,1zea
5.22,12,176.234,2zxd
5.26,10,167.058,2qft
5.29,18,269.262,1c88
5.32,20,300.224,1lvu
5.36,22,303.448,1adl
5.37,18,243.322,1gpk
5.40,10,169.032,1trd
5.60,27,381.384,2wca
5.61,22,308.764,3u5j
5.62,21,318.22,2bmk
5.64,23,320.314,3n86
5.70,16,251.114,2h3e
5.74,19,260.32,2b1v
5.74,22,304.356,2pgz
5.77,13,303.144,1o5b
5.79,31,464.004,2y5h
5.85,17,258.276,3ehy
5.96,27,389.542,1b9j
6.00,40,565.664,1jq8
6.00,22,341.326,1xgj
6.00,14,207.226,3l4w
6.00,28,375.424,3nex
6.02,13,183.18,3f3c
6.03,35,493.5,1os0
6.12,20,296.358,1nc1
6.14,26,374.456,3kme
6.16,33,451.57,2i4j
6.17,27,367.33,1yc1
6.27,16,257.042,1pbq
6.27,12,189.206,3bfu
6.28,32,474.436,1w3l
6.35,40,546.68,3ckp
6.39,24,362.198,1lol
6.40,9,134.156,2g9q
6.42,13,192.176,2j78
6.46,13,176.184,1r5y
6.52,20,281.444,1g74
6.54,30,406.436,3jvs
6.57,68,946.19,5er2
6.62,30,394.424,2zb0
6.68,20,297.34,3ie3
6.74,29,405.488,2x91
6.82,15,208.19,2rfh
6.85,37,539.48,3s8o
6.87,28,423.432,2zcr
6.88,31,449.442,3oe5
6.90,31,460.482,3cow
6.90,18,258.248,3gbb
6.92,31,503.156,1b39
6.92,16,243.31,1swr
6.92,27,397.454,2d3u
7.00,31,437.562,1fki
7.20,19,319.304,2pow
7.22,11,154.102,3pcj
7.28,23,344.256,1kel
7.28,29,384.43,2cgr
7.30,16,248.308,2vvn
7.31,31,456.99,3mxf
7.32,40,542.648,1xh6
7.32,12,176.186,3kv2
7.37,24,349.376,2y71
7.38,43,625.668,1bxq
7.48,23,332.32,2qwe
7.52,22,345.39,3l4u
7.57,16,251.088,1d09
7.61,13,186.17,1ftm
7.64,25,334.394,1c1v
7.64,30,549.382,3sjf
7.68,21,290.372,2arm
7.70,22,302.188,2zjw
7.70,9,131.174,3f3e
7.74,22,308.372,1txr
7.79,12,178.234,2zwz
7.80,51,805.334,1u1b
7.80,22,335.216,1v48
7.96,25,328.384,1o3f
7.96,24,326.376,2qe4
8.00,18,284.398,3b92
8.00,49,671.848,3cyx
8.02,27,389.542,1b7h
8.02,22,304.34,2cet
8.11,28,452.104,2pq9
8.25,36,483.536,1nvq
